Weapon,Hash,Perks,PerkHashes,Tags,Notes,Name,Description
"Raconteur","45643573","Archer's Tempo | Successful Warm-Up | Elastic String | Fiberglass Arrow Shaft | Archer's Tempo | Elastic String | Fiberglass Arrow Shaft | Successful Warm-Up","201365942|2652708987|2801223209|3429800428|3523746922|3956406253|52802868|617966211","GodPVP","","Raconteur PVP God Roll","Bowstring: Elastic String
Arrow: Fiberglass Arrow Shaft
Perk 1: Archer’s Tempo
Perk 2: Successful Warm-Up
Masterwork: Handling"
"Point of the Stag","3465233192","Swashbuckler | Straight Fletching | Archer's Tempo | Elastic String | Precision Instrument | Fiberglass Arrow Shaft | Archer's Tempo | Straight Fletching | Elastic String | Swashbuckler | Fiberglass Arrow Shaft | Precision Instrument","1161469972|1649480699|201365942|2801223209|332733060|3429800428|3523746922|3827198035|3956406253|4082225868|52802868|555281244","GodPVE","","Point of the Stag PVE God Roll","Bowstring: Elastic String
Arrow: Fiberglass Arrow Shaft (also good: Straight Fletching)
Perk 1: Archer’s Tempo
Perk 2: Swashbuckler (also good: Precision Instrument)
Masterwork: Draw Time (also good: Accuracy)"
"Point of the Stag","3465233192","Swashbuckler | Straight Fletching | Archer's Tempo | Fiberglass Arrow Shaft | Archer's Tempo | Straight Fletching | Polymer String | Swashbuckler | Fiberglass Arrow Shaft | Polymer String","1161469972|1649480699|201365942|3429800428|3523746922|3827198035|3837163218|4082225868|52802868|852209214","GodPVP","","Point of the Stag PVP God Roll","Bowstring: Polymer String
Arrow: Fiberglass Arrow Shaft (also good: Straight Fletching)
Perk 1: Archer’s Tempo (also good: Shot Swap)
Perk 2: Swashbuckler
Masterwork: Accuracy (also good: Draw Time)"
"Point of the Stag","888872889","Swashbuckler | Straight Fletching | Archer's Tempo | Elastic String | Precision Instrument | Fiberglass Arrow Shaft | Archer's Tempo | Straight Fletching | Elastic String | Swashbuckler | Fiberglass Arrow Shaft | Precision Instrument","1161469972|1649480699|201365942|2801223209|332733060|3429800428|3523746922|3827198035|3956406253|4082225868|52802868|555281244","GodPVE","","Point of the Stag PVE God Roll","Bowstring: Elastic String
Arrow: Fiberglass Arrow Shaft (also good: Straight Fletching)
Perk 1: Archer’s Tempo
Perk 2: Swashbuckler (also good: Precision Instrument)
Masterwork: Draw Time (also good: Accuracy)"
"Point of the Stag","888872889","Swashbuckler | Straight Fletching | Archer's Tempo | Shot Swap | Shot Swap | Fiberglass Arrow Shaft | Archer's Tempo | Straight Fletching | Polymer String | Swashbuckler | Fiberglass Arrow Shaft | Polymer String","1161469972|1649480699|201365942|2217963031|2586829431|3429800428|3523746922|3827198035|3837163218|4082225868|52802868|852209214","GodPVP","","Point of the Stag PVP God Roll","Bowstring: Polymer String
Arrow: Fiberglass Arrow Shaft (also good: Straight Fletching)
Perk 1: Archer’s Tempo (also good: Shot Swap)
Perk 2: Swashbuckler
Masterwork: Accuracy (also good: Draw Time)"
"Opaque Hourglass","1553681400","Elemental Honing | Field Prep | Empowered Rail | Charged Bolts | Field Prep | Charged Bolts | Master of Arms | Frenzy | Master of Arms | Impulse Amplifier | Bolt Scavenger | Frenzy | Empowered Rail | Elemental Honing | Bolt Scavenger | Impulse Amplifier","1089671869|2308090567|2398680997|2783367502|2869569095|2955427634|2963273944|3007133316|3081867624|3878366039|4042220767|4104185692|4196967425|496047945|883665727|951095735","GodPVE","","Opaque Hourglass PVE God Roll","Rail: Empowered Rail
Bolt: Charged Bolts
Perk 1: Impulse Amplifier or Bolt Collector (also good: Field Prep)
Perk 2: Frenzy or Elemental Honing (also good: Master of Arms)
Masterwork: Persistence"
"Mercury-A","2838279629","Kinetic Tremors | Vanguard Determination | Compact Arrow Shaft | Successful Warm-Up | Compact Arrow Shaft | Polymer String | Vanguard Determination | Kinetic Tremors | Successful Warm-Up | Polymer String","1549370717|1621842933|16392701|2652708987|2732340361|3837163218|3846229553|3891536761|617966211|852209214","GodPVE","","Mercury-A PVE God Roll","Bowstring: Polymer String
Arrow: Compact Arrow Shaft
Perk 1: Successful Warm-Up
Perk 2: Kinetic Tremors
Masterwork: Handling or Draw Time
Origin Trait: Vanguard Determination"
"Mercury-A","2838279629","Natural String | Natural String | Helical Fletching | Successful Warm-Up | Helical Fletching | Precision Instrument | Tenacity | Tenacity | Precision Instrument | Successful Warm-Up","1301083363|1784898267|1796628141|2652708987|3311977193|332733060|3911709647|483923727|555281244|617966211","GodPVP","","Mercury-A PVP God Roll","Bowstring: Natural String
Arrow: Helical Fletching
Perk 1: Successful Warm-Up
Perk 2: Precision Instrument
Masterwork: Accuracy or Handling
Origin Trait: Tenacity"
"Fortunate Star","2631466936","Demoralize | Compact Arrow Shaft | Dragonfly | Destabilizing Rounds | Destabilizing Rounds | Repulsor Brace | Compact Arrow Shaft | Demoralize | Dragonfly | Agile Bowstring | Veist Stinger | Agile Bowstring | Veist Stinger | Repulsor Brace","1464081238|16392701|169755979|1926441324|2048641572|2541826827|2732340361|2813913866|2848615171|3768438372|3988215619|4201007276|54024075|776531651","GodPVE","","Fortunate Star PVE God Roll","Bowstring: Agile Bowstring
Arrow: Compact Arrow Shaft
Perk 1: Repulsor Brace or Dragonfly
Perk 2: Destabilizing Rounds or Demoralize
Masterwork: Draw Time
Origin Trait: Veist Stinger"
"Fortunate Star","591672323","Demoralize | Compact Arrow Shaft | Dragonfly | Destabilizing Rounds | Destabilizing Rounds | Repulsor Brace | Compact Arrow Shaft | Demoralize | Dragonfly | Agile Bowstring | Veist Stinger | Agile Bowstring | Veist Stinger | Repulsor Brace","1464081238|16392701|169755979|1926441324|2048641572|2541826827|2732340361|2813913866|2848615171|3768438372|3988215619|4201007276|54024075|776531651","GodPVE","","Fortunate Star PVE God Roll","Bowstring: Agile Bowstring
Arrow: Compact Arrow Shaft
Perk 1: Repulsor Brace or Dragonfly
Perk 2: Destabilizing Rounds or Demoralize
Masterwork: Draw Time
Origin Trait: Veist Stinger"
"A Good Shout","3615748501","Mag-lev Rail | Destabilizing Rounds | Destabilizing Rounds | High Ground | Problem Solver | High Ground | Mag-lev Rail | Explosive Bolts | Repulsor Brace | Envious Arsenal | Problem Solver | Explosive Bolts | Envious Arsenal | Repulsor Brace","1776069409|1926441324|2048641572|2140591236|2223800157|2319119708|2385083333|2523856971|2541826827|2817499044|3454102905|3603807747|3987942396|776531651","GodPVE","","A Good Shout PVE God Roll","Rail: Mag-Lev Rail
Bolt: Explosive Bolts
Perk 1: Repulsor Brace (also good: Envious Arsenal)
Perk 2: Destabilizing Rounds (also good: High Ground)
Masterwork: Reload Speed
Origin Trait: Problem Solver"
"A Good Shout","649691506","Mag-lev Rail | Destabilizing Rounds | Destabilizing Rounds | High Ground | Problem Solver | High Ground | Mag-lev Rail | Explosive Bolts | Repulsor Brace | Envious Arsenal | Problem Solver | Explosive Bolts | Envious Arsenal | Repulsor Brace","1776069409|1926441324|2048641572|2140591236|2223800157|2319119708|2385083333|2523856971|2541826827|2817499044|3454102905|3603807747|3987942396|776531651","GodPVE","","A Good Shout PVE God Roll","Rail: Mag-Lev Rail
Bolt: Explosive Bolts
Perk 1: Repulsor Brace (also good: Envious Arsenal)
Perk 2: Destabilizing Rounds (also good: High Ground)
Masterwork: Reload Speed
Origin Trait: Problem Solver"
"Anamnesis","2291392465","Dragonfly | Destabilizing Rounds | Destabilizing Rounds | Repulsor Brace | Elastic String | Dragonfly | Fiberglass Arrow Shaft | Elastic String | Fiberglass Arrow Shaft | Repulsor Brace","169755979|1926441324|2048641572|2541826827|2801223209|2848615171|3429800428|3956406253|52802868|776531651","GodPVE","","Anamnesis PVE God Roll","Bowstring: Elastic String
Arrow: Fiberglass Arrow Shaft
Perk 1: Repulsor Brace (also good: Dragonfly)
Perk 2: Destabilizing Rounds
Masterwork: Handling"
"Anamnesis","2291392465","Natural String | Straight Fletching | Natural String | Successful Warm-Up | Sword Logic | Straight Fletching | Successful Warm-Up | Sword Logic","1301083363|1649480699|1784898267|2652708987|31345821|3827198035|617966211|639190697","GodPVP","","Anamnesis PVP God Roll","Bowstring: Natural String
Arrow: Straight Fletching
Perk 1: Successful Warm-Up
Perk 2: Sword Logic
Masterwork: Accuracy"
"Anamnesis (Adept)","1536325168","Dragonfly | Destabilizing Rounds | Destabilizing Rounds | Repulsor Brace | Elastic String | Dragonfly | Fiberglass Arrow Shaft | Elastic String | Fiberglass Arrow Shaft | Repulsor Brace","169755979|1926441324|2048641572|2541826827|2801223209|2848615171|3429800428|3956406253|52802868|776531651","GodPVE","","Anamnesis PVE God Roll","Bowstring: Elastic String
Arrow: Fiberglass Arrow Shaft
Perk 1: Repulsor Brace (also good: Dragonfly)
Perk 2: Destabilizing Rounds
Masterwork: Handling"
"Anamnesis (Adept)","1536325168","Natural String | Straight Fletching | Natural String | Successful Warm-Up | Sword Logic | Straight Fletching | Successful Warm-Up | Sword Logic","1301083363|1649480699|1784898267|2652708987|31345821|3827198035|617966211|639190697","GodPVP","","Anamnesis PVP God Roll","Bowstring: Natural String
Arrow: Straight Fletching
Perk 1: Successful Warm-Up
Perk 2: Sword Logic
Masterwork: Accuracy"
"Accrued Redemption","3621336854","Firefly | Kinetic Tremors | Straight Fletching | Archer's Tempo | Successful Warm-Up | Elastic String | Archer's Tempo | Firefly | Straight Fletching | Kinetic Tremors | Elastic String | Successful Warm-Up","1183436451|1549370717|1649480699|201365942|2652708987|2801223209|3523746922|3824105627|3827198035|3891536761|3956406253|617966211","GodPVE","","Accrued Redemption PVE God Roll","Bowstring: Elastic String
Arrow: Straight Fletching
Perk 1: Successful Warm-Up or Archer’s Tempo
Perk 2: Kinetic Tremors (also good: Firefly)
Masterwork: Draw Time
Origin Trait: Photoinhibition"
"Accrued Redemption","3621336854","Swashbuckler | Straight Fletching | Archer's Tempo | Archer's Gambit | Archer's Gambit | Archer's Tempo | Straight Fletching | Polymer String | Swashbuckler | Polymer String","1161469972|1649480699|201365942|2662236651|3414324643|3523746922|3827198035|3837163218|4082225868|852209214","GodPVP","","Accrued Redemption PVP God Roll","Bowstring: Polymer String
Arrow: Straight Fletching
Perk 1: Archer’s Tempo
Perk 2: Archer’s Gambit or Swashbuckler
Masterwork: Draw Time
Origin Trait: Photoinhibition"
"VS Pyroelectric Propellant","4232480042","Appended Mag | Appended Mag | Fluted Barrel | Flared Magwell | Fluted Barrel | Attrition Orbs | Eddy Current | Flared Magwell | Jolting Feedback | Eddy Current | Jolting Feedback | Onslaught | Onslaught | Attrition Orbs","1065371964|1087426260|1124871858|1709045111|1840239774|243981275|2785334058|3230963543|3966416502|684456054|717070634|95528736|956288240|984655331","GodPVE","","VS Pyroelectric Propellant PVE God Roll","Barrel: Fluted Barrel
Magazine: Flared Magwell or Appended Mag
Perk 1: Eddy Current or Attrition Orbs
Perk 2: Jolting Feedback or Onslaught
Masterwork: Reload Speed
Origin Trait: Bray Legacy"
"VS Pyroelectric Propellant","4232480042","Kill Clip | Closing Time | Smallbore | Fragile Focus | Ricochet Rounds | Ricochet Rounds | Fragile Focus | Smallbore | Kill Clip | Arrowhead Brake | To the Pain | To the Pain | Closing Time | Arrowhead Brake","1015611457|1194056669|1482024992|1609056795|1885400500|1968098204|2451262963|2860123632|2923251173|3048246338|3416609154|3938834702|3955464425|839105230","GodPVP","","VS Pyroelectric Propellant PVP God Roll","Barrel: Smallbore or Arrowhead Brake
Magazine: Ricochet Rounds
Perk 1: To the Pain or Fragile Focus
Perk 2: Closing Time or Kill Clip
Masterwork: Stability
Origin Trait: Bray Legacy"
"Veiled Threat","3685470415","Tactical Mag | Headstone | Headstone | Tactical Mag | Desperate Measures | Desperate Measures | Arrowhead Brake | Strategist | Arrowhead Brake | Strategist","106909392|1171887445|124408337|1783397184|2109543898|2799030358|3048246338|3120212825|839105230|880644845","GodPVE","","Veiled Threat PVE God Roll","Barrel: Arrowhead Brake
Magazine: Tactical Mag
Perk 1: Strategist
Perk 2: Headstone (also good: Desperate Measures)
Masterwork: Stability
Origin Trait: Radiolaria Transposer"
"Veiled Threat","3685470415","Fragile Focus | Fragile Focus | Moving Target | Accurized Rounds | Accurized Rounds | Chambered Compensator | Chambered Compensator | Moving Target","1609056795|2451262963|2717805783|3142289711|3267421167|3399528164|3661387068|588594999","GodPVP","","Veiled Threat PVP God Roll","Barrel: Chambered Compensator
Magazine: Accurized Rounds
Perk 1: Fragile Focus
Perk 2: Moving Target
Masterwork: Range
Origin Trait: Radiolaria Transposer"
"The Riposte","3754408118","Fluted Barrel | Fluted Barrel | Ricochet Rounds | Destabilizing Rounds | Ricochet Rounds | Destabilizing Rounds | Repulsor Brace | Fitted Stock | Repulsor Brace","1124871858|1840239774|1885400500|1926441324|1968098204|2048641572|2541826827|4259401308|776531651","GodPVE","","The Riposte PVE God Roll","Barrel: Fluted Barrel
Magazine: Ricochet Rounds
Perk 1: Repulsor Brace
Perk 2: Destabilizing Rounds
Stock: Fitted Stock
Masterwork: Range"
"The Riposte","3754408118","Short-Action Stock | Corkscrew Rifling | Dynamic Sway Reduction | Zen Moment | Ricochet Rounds | Ricochet Rounds | Zen Moment | Target Lock | Dynamic Sway Reduction | Target Lock | Corkscrew Rifling","1067908860|111235976|1359896290|1748774930|1885400500|1968098204|2387244414|2939589096|3060983774|365154968|4090651448","GodPVP","","The Riposte PVP God Roll","Barrel: Corkscrew Rifling
Magazine: Ricochet Rounds
Perk 1: Zen Moment
Perk 2: Dynamic Sway Reduction (also good: Target Lock)
Stock: Short-Action Stock
Masterwork: Range"
"Shadow Price","2322926844","Appended Mag | Appended Mag | Fluted Barrel | Stats for All | Stats for All | Flared Magwell | Voltshot | Fluted Barrel | Demolitionist | Voltshot | Attrition Orbs | Flared Magwell | Demolitionist | Attrition Orbs","1065371964|1087426260|1124871858|1409206216|1583705720|1709045111|1720528630|1840239774|1906147653|2173046394|243981275|3230963543|3523296417|984655331","GodPVE","","Shadow Price PVE God Roll","Barrel: Fluted Barrel
Magazine: Appended Mag (also good: Flared Magwell)
Perk 1: Stats For All or Attrition Orbs
Perk 2: Voltshot (also good: Demolitionist)
Masterwork: Handling"
"Shadow Price","2322926844","Gutshot Straight | Smallbore | Smallbore | Strategist | Accurized Rounds | Accurized Rounds | Gutshot Straight | Strategist","1365187766|1482024992|2860123632|3120212825|3142289711|3267421167|4200236906|880644845","GodPVP","","Shadow Price PVP God Roll","Barrel: Smallbore
Magazine: Accurized Rounds
Perk 1: Strategist
Perk 2: Gutshot Straight
Masterwork: Stability or Range"
"Shadow Price (Adept)","1056103557","Appended Mag | Appended Mag | Fluted Barrel | Stats for All | Stats for All | Flared Magwell | Voltshot | Fluted Barrel | Demolitionist | Voltshot | Attrition Orbs | Flared Magwell | Demolitionist | Attrition Orbs","1065371964|1087426260|1124871858|1409206216|1583705720|1709045111|1720528630|1840239774|1906147653|2173046394|243981275|3230963543|3523296417|984655331","GodPVE","","Shadow Price PVE God Roll","Barrel: Fluted Barrel
Magazine: Appended Mag (also good: Flared Magwell)
Perk 1: Stats For All or Attrition Orbs
Perk 2: Voltshot (also good: Demolitionist)
Masterwork: Handling"
"Shadow Price (Adept)","1056103557","Gutshot Straight | Smallbore | Smallbore | Strategist | Accurized Rounds | Accurized Rounds | Gutshot Straight | Strategist","1365187766|1482024992|2860123632|3120212825|3142289711|3267421167|4200236906|880644845","GodPVP","","Shadow Price PVP God Roll","Barrel: Smallbore
Magazine: Accurized Rounds
Perk 1: Strategist
Perk 2: Gutshot Straight
Masterwork: Stability or Range"
"Rufus's Fury","484515708","Hatchling | Hammer-Forged Rifling | Polygonal Rifling | Reconstruction | Flared Magwell | Ricochet Rounds | Demolitionist | Ricochet Rounds | Target Lock | Flared Magwell | Hammer-Forged Rifling | Demolitionist | Target Lock | Polygonal Rifling | Reconstruction | Hatchling","102912326|1147230557|1392496348|1523832109|1709045111|1885400500|1906147653|1968098204|2939589096|3230963543|3250034553|3523296417|365154968|3966296580|461595545|831391274","GodPVE","","Rufus's Fury PVE God Roll","Barrel: Polygonal Rifling or Hammer-Forged Rifling
Magazine: Ricochet Rounds (also good: Flared Magwell)
Perk 1: Demolitionist (also good: Reconstruction)
Perk 2: Hatchling (also good: Target Lock)
Masterwork: Reload Speed
Origin Trait: Harmonic Resonance"
